				Velocity Center-point Mean mm/s	Cruising Frequency	Cruising Cumulative Duration s	Bursting Frequency	Bursting Cumulative Duration s	Freezing  Frequency	Freezing  Cumulative Duration s	Turn angle Center-point / relative Mean deg	Meander Center-point / relative Mean deg/mm	Angular velocity Center-point / relative Mean deg/s	Distance moved Center-point Total mm
T1	Trial     8	C3	0:40:00-0:41:00	1.16291	12	0.76	0	0	14	59.16	2.32723	-355.445	58.1807	69.6815
T1	Trial     8	C3	0:41:00-0:42:00	0.959427	10	0.72	0	0	11	59.28	-2.06737	174.955	-51.6842	57.5656
T1	Trial     8	C3	0:42:00-0:43:00	0.768248	3	0.16	0	0	4	59.84	2.96523	-2755.34	74.1309	46.0949
T1	Trial     8	C3	0:43:00-0:44:00	0.734736	2	0.08	0	0	4	59.84	-0.635402	-781.835	-15.8851	44.0254
T1	Trial     8	C3	0:44:00-0:45:00	0.832617	16	1	0	0	17	59	-0.503362	-174.081	-12.5841	49.957
T1	Trial     8	C3	0:45:00-0:46:00	0.5083	0	0	0	0	1	60	1.1971	-226.887	29.9276	30.498
T1	Trial     8	C3	0:46:00-0:47:00	0.629594	8	0.36	0	0	10	59.56	3.13342	-90.708	78.3355	37.7253
T1	Trial     8	C3	0:47:00-0:48:00	1.04774	18	1.2	0	0	19	58.8	-1.53263	77.8966	-38.3158	62.8641
T1	Trial     8	C3	0:48:00-0:49:00	0.974291	6	0.24	0	0	8	59.68	-4.1859	-356.231	-104.648	58.3795
T1	Trial     8	C3	0:49:00-0:50:00	1.07706	6	0.24	0	0	7	59.76	-1.91737	-235.863	-47.9342	64.6236
T1	Trial     8	C4	0:00:00-0:01:00	5.32564	173	17.6	0	0	174	42.16	0.458718	20.132	11.4679	318.26
T1	Trial     8	C4	0:01:00-0:02:00	4.7029	165	16.12	0	0	166	43.88	-2.82923	-109.836	-70.7307	282.174
T1	Trial     8	C4	0:02:00-0:03:00	5.64093	185	19.68	0	0	185	40.32	-1.9024	47.6378	-47.5601	338.456
T1	Trial     8	C4	0:03:00-0:04:00	7.88144	184	24.68	0	0	186	35.24	-0.288928	-107.686	-7.22321	472.256
T1	Trial     8	C4	0:04:00-0:05:00	9.21434	219	29.92	0	0	220	30.08	-3.73132	-233.03	-93.283	552.861
T1	Trial     8	C4	0:05:00-0:06:00	9.22234	190	29.88	0	0	191	30.12	-2.75205	-124.276	-68.8013	553.34
T1	Trial     8	C4	0:06:00-0:07:00	9.49734	193	30.4	0	0	192	29.52	-3.29214	-224.184	-82.3034	569.081
T1	Trial     8	C4	0:07:00-0:08:00	10.5482	186	32.4	0	0	186	27.6	-4.0927	-162.298	-102.318	632.891
T1	Trial     8	C4	0:08:00-0:09:00	7.64636	193	25.24	0	0	192	34.68	-5.32383	-106.26	-133.096	458.17
T1	Trial     8	C4	0:09:00-0:10:00	7.52641	180	24	0	0	180	36	-4.82233	-121.194	-120.558	451.585
T1	Trial     8	C4	0:10:00-0:11:00	5.63526	162	18.28	0	0	162	41.72	-2.57448	-142.314	-64.362	338.115
T1	Trial     8	C4	0:11:00-0:12:00	3.88006	160	13.24	0	0	161	46.68	-1.4423	48.9395	-36.0574	232.493
T1	Trial     8	C4	0:12:00-0:13:00	6.00966	193	20.16	0	0	194	39.84	-1.48184	-73.2738	-37.046	360.58
T1	Trial     8	C4	0:13:00-0:14:00	7.25252	186	23.8	0	0	185	36.2	-1.96646	-121.79	-49.1615	435.151
T1	Trial     8	C4	0:14:00-0:15:00	9.16045	199	27.88	0	0	199	32.04	-2.96734	-173.148	-74.1834	548.894
T1	Trial     8	C4	0:15:00-0:16:00	8.95032	183	26.76	0	0	183	33.24	-4.24085	-155.606	-106.021	537.019
T1	Trial     8	C4	0:16:00-0:17:00	7.22259	188	22.64	0	0	189	37.28	-3.58588	-63.6595	-89.6469	432.778
T1	Trial     8	C4	0:17:00-0:18:00	9.25285	189	27.24	0	0	189	32.76	-3.48289	-98.5932	-87.0723	555.171
T1	Trial     8	C4	0:18:00-0:19:00	8.17484	170	24.48	0	0	170	35.52	-1.93263	7.57941	-48.3156	490.49
T1	Trial     8	C4	0:19:00-0:20:00	8.45331	188	25.76	0	0	188	34.16	-1.73121	-82.6458	-43.2803	506.522
T1	Trial     8	C4	0:20:00-0:21:00	4.57154	142	15.24	0	0	142	44.76	0.633205	16.8929	15.8301	274.293
T1	Trial     8	C4	0:21:00-0:22:00	4.65172	128	15.36	0	0	127	44.64	1.28646	-231.833	32.1616	279.103
T1	Trial     8	C4	0:22:00-0:23:00	5.19353	179	16.52	0	0	181	43.4	-1.44259	-53.7385	-36.0647	311.196
T1	Trial     8	C4	0:23:00-0:24:00	5.5314	154	18.24	0	0	155	41.76	-3.59314	-187.706	-89.8286	331.884
T1	Trial     8	C4	0:24:00-0:25:00	5.07337	149	16.52	0	0	151	43.4	-1.54745	100.817	-38.6864	303.997
T1	Trial     8	C4	0:25:00-0:26:00	5.13282	163	16.44	0	0	164	43.56	0.32452	178.672	8.113	307.969
T1	Trial     8	C4	0:26:00-0:27:00	5.69993	173	18.64	0	0	173	41.36	-0.754727	108.799	-18.8682	341.996
T1	Trial     8	C4	0:27:00-0:28:00	6.04439	177	20	0	0	177	39.92	-1.43203	101.937	-35.8008	362.18
T1	Trial     8	C4	0:28:00-0:29:00	6.15027	162	19.8	0	0	162	40.2	0.0741958	60.6398	1.8549	369.016
T1	Trial     8	C4	0:29:00-0:30:00	5.74765	173	19.52	0	0	173	40.48	-2.06429	93.7233	-51.6074	344.859
T1	Trial     8	C4	0:30:00-0:31:00	4.44685	161	14.36	0	0	162	45.56	-0.401827	-1.94666	-10.0457	266.455
T1	Trial     8	C4	0:31:00-0:32:00	5.17354	167	16.72	0	0	167	43.28	-1.4619	-231.328	-36.5476	310.412
T1	Trial     8	C4	0:32:00-0:33:00	5.93516	169	18.64	0	0	170	41.28	-1.62489	-136.851	-40.6221	355.635
T1	Trial     8	C4	0:33:00-0:34:00	5.82657	173	18	0	0	174	42	-1.91108	-93.5985	-47.7769	349.594
T1	Trial     8	C4	0:34:00-0:35:00	6.58052	177	20.68	0	0	178	39.32	-1.84948	-88.9243	-46.2371	394.831
T1	Trial     8	C4	0:35:00-0:36:00	8.35916	167	24.44	0	0	168	35.48	-2.22012	-124.322	-55.503	500.881
T1	Trial     8	C4	0:36:00-0:37:00	8.37232	181	24.96	0	0	181	35.04	-4.04651	-104.185	-101.163	502.339
T1	Trial     8	C4	0:37:00-0:38:00	6.95005	190	22.08	0	0	190	37.92	-1.17716	48.4476	-29.4289	417.003
T1	Trial     8	C4	0:38:00-0:39:00	9.04833	178	26.68	0	0	177	33.24	-3.69824	-183.808	-92.4559	542.176
T1	Trial     8	C4	0:39:00-0:40:00	9.22385	194	27.6	0	0	195	32.4	-2.44704	-122.311	-61.176	553.431
T1	Trial     8	C4	0:40:00-0:41:00	5.67297	157	18.84	0	0	159	41.08	-0.522815	-88.5989	-13.0704	339.924
T1	Trial     8	C4	0:41:00-0:42:00	6.29992	179	20.64	0	0	180	39.36	-2.15086	-67.3382	-53.7715	377.995
T1	Trial     8	C4	0:42:00-0:43:00	5.58272	170	17.04	0	0	171	42.96	-0.71843	-20.5885	-17.9607	334.963
T1	Trial     8	C4	0:43:00-0:44:00	6.07011	175	19.92	0	0	177	40	-0.586536	-121.733	-14.6634	363.721
T1	Trial     8	C4	0:44:00-0:45:00	5.8274	167	18.08	0	0	168	41.92	-1.48203	3.31855	-37.0508	349.644
T1	Trial     8	C4	0:45:00-0:46:00	6.56839	178	21.28	0	0	178	38.72	-2.7895	-184.398	-69.7376	394.104
T1	Trial     8	C4	0:46:00-0:47:00	6.6837	182	21.6	0	0	183	38.32	-2.0327	-64.2349	-50.8176	400.487
T1	Trial     8	C4	0:47:00-0:48:00	5.88034	164	18.92	0	0	164	41.08	-2.89339	-68.2385	-72.3347	352.821
T1	Trial     8	C4	0:48:00-0:49:00	6.93747	176	21.92	0	0	177	38	-1.94039	-31.203	-48.5097	415.693
T1	Trial     8	C4	0:49:00-0:50:00	7.20893	172	22.68	0	0	173	37.32	-3.12273	-119.549	-78.0682	432.536
T1	Trial     8	D2	0:00:00-0:01:00	0.664837	1	0.08	0	0	3	59.68	-1.46833	-398.683	-36.7082	39.7306
T1	Trial     8	D2	0:01:00-0:02:00	0.802997	7	0.44	0	0	8	59.56	0.379554	-77.8922	9.48886	48.1798
T1	Trial     8	D2	0:02:00-0:03:00	0.736057	0	0	0	0	1	60	6.31251	323.491	157.813	44.1634
T1	Trial     8	D2	0:03:00-0:04:00	0.619416	0	0	0	0	2	59.92	-7.07691	-289.306	-176.923	37.1154
T1	Trial     8	D2	0:04:00-0:05:00	0.668115	1	0.08	0	0	2	59.92	1.42561	247.121	35.6402	40.0869
T1	Trial     8	D2	0:05:00-0:06:00	1.09627	15	1.44	0	0	15	58.56	-2.93838	-76.0501	-73.4596	65.7763
T1	Trial     8	D2	0:06:00-0:07:00	5.16823	126	16.04	0	0	127	43.88	2.37895	369.654	59.4737	309.68
T1	Trial     8	D2	0:07:00-0:08:00	5.16596	157	17.24	0	0	158	42.76	-0.238736	-222.031	-5.96839	309.958
T1	Trial     8	D2	0:08:00-0:09:00	6.30268	168	20.56	0	0	168	39.36	-0.882433	-17.0729	-22.0608	377.656
T1	Trial     8	D2	0:09:00-0:10:00	5.51008	163	18.2	0	0	163	41.8	-0.0418528	-4.18432	-1.04632	330.605
T1	Trial     8	D2	0:10:00-0:11:00	3.49445	143	12.2	0	0	142	47.8	0.216297	28.6741	5.40743	209.667
T1	Trial     8	D2	0:11:00-0:12:00	5.91907	167	18.16	0	0	168	41.76	-2.43983	9.27495	-60.9957	354.671
T1	Trial     8	D2	0:12:00-0:13:00	1.80369	64	4.16	0	0	65	55.84	-6.81416	-17.7001	-170.354	108.222
T1	Trial     8	D2	0:13:00-0:14:00	1.64088	68	3.48	0	0	69	56.52	2.74273	154.378	68.5683	98.4531
T1	Trial     8	D2	0:14:00-0:15:00	1.73018	72	3.84	0	0	73	56.08	2.1925	84.2347	54.8126	103.672
T1	Trial     8	D2	0:15:00-0:16:00	1.41078	59	2.8	0	0	60	57.2	6.4034	-105.111	160.085	84.6467
T1	Trial     8	D2	0:16:00-0:17:00	1.46015	56	2.92	0	0	58	57	0.742388	-506.81	18.5597	87.4919
T1	Trial     8	D2	0:17:00-0:18:00	1.64435	76	4.08	0	0	77	55.92	5.34925	439.782	133.731	98.661
T1	Trial     8	D2	0:18:00-0:19:00	1.35227	48	2.32	0	0	49	57.68	2.15961	157.836	53.9902	81.1364
T1	Trial     8	D2	0:19:00-0:20:00	2.08149	113	6.48	0	0	115	53.44	-5.87814	-41.5556	-146.953	124.723
T1	Trial     8	D2	0:20:00-0:21:00	1.90291	69	4.64	0	0	70	55.36	-2.80064	-368.007	-70.0159	114.174
T1	Trial     8	D2	0:21:00-0:22:00	1.00059	20	1.2	0	0	21	58.8	0.605549	-283.759	15.1387	60.0355
T1	Trial     8	D2	0:22:00-0:23:00	0.704384	0	0	0	0	2	59.92	0.464543	107.338	11.6136	42.2067
T1	Trial     8	D2	0:23:00-0:24:00	1.51621	43	3.36	0	0	44	56.64	2.98426	653.344	74.6065	90.9728
T1	Trial     8	D2	0:24:00-0:25:00	7.56257	147	22.52	0	0	148	37.4	-1.0861	-34.5269	-27.1526	453.149
T1	Trial     8	D2	0:25:00-0:26:00	5.99214	194	20.72	0	0	193	39.28	-1.03079	8.14658	-25.7698	359.529
T1	Trial     8	D2	0:26:00-0:27:00	4.75594	173	16.76	0	0	173	43.24	2.29157	248.06	57.2892	285.356
T1	Trial     8	D2	0:27:00-0:28:00	3.96308	166	13.72	0	0	167	46.2	1.45004	-40.4973	36.251	237.468
T1	Trial     8	D2	0:28:00-0:29:00	3.72675	148	13.24	0	0	148	46.76	3.87167	106.537	96.7917	223.605
T1	Trial     8	D2	0:29:00-0:30:00	4.15936	155	15.28	0	0	156	44.72	-2.71282	-329.057	-67.8204	249.562
T1	Trial     8	D2	0:30:00-0:31:00	2.31033	111	7.16	0	0	113	52.76	0.401831	-154.221	10.0458	138.435
T1	Trial     8	D2	0:31:00-0:32:00	1.42825	49	2.68	0	0	50	57.32	-2.20605	-171.434	-55.1512	85.695
T1	Trial     8	D2	0:32:00-0:33:00	1.43134	44	2.16	0	0	46	57.76	2.67649	-225.536	66.9123	85.7657
T1	Trial     8	D2	0:33:00-0:34:00	1.87379	89	4.96	0	0	90	55.04	-0.187081	140.07	-4.67704	112.428
T1	Trial     8	D2	0:34:00-0:35:00	2.4195	144	8.4	0	0	145	51.6	0.927469	-97.5254	23.1867	145.17
T1	Trial     8	D2	0:35:00-0:36:00	2.63363	162	10.12	0	0	164	49.8	2.1223	39.1629	53.0576	157.807
T1	Trial     8	D2	0:36:00-0:37:00	2.39611	125	8.08	0	0	126	51.92	0.929021	136.928	23.2255	143.767
T1	Trial     8	D2	0:37:00-0:38:00	2.31899	129	7.84	0	0	130	52.16	-3.69431	-46.075	-92.3578	139.14
T1	Trial     8	D2	0:38:00-0:39:00	2.5425	145	9.16	0	0	146	50.76	1.42209	145.538	35.5522	152.347
T1	Trial     8	D2	0:39:00-0:40:00	2.36114	126	7.68	0	0	127	52.32	-1.71579	408.735	-42.8949	141.669
T1	Trial     8	D2	0:40:00-0:41:00	3.24944	132	11.44	0	0	134	48.48	2.00976	-0.893594	50.2441	194.706
T1	Trial     8	D2	0:41:00-0:42:00	4.40232	154	14.88	0	0	154	45.12	0.343416	-93.3568	8.58541	264.139
T1	Trial     8	D2	0:42:00-0:43:00	6.00901	185	20.32	0	0	186	39.68	-0.717573	-134.407	-17.9393	360.54
T1	Trial     8	D2	0:43:00-0:44:00	5.24963	193	19.52	0	0	195	40.4	0.545191	7.24144	13.6298	314.558
T1	Trial     8	D2	0:44:00-0:45:00	5.64188	188	20.76	0	0	189	39.24	-0.246655	-70.146	-6.16637	338.513
T1	Trial     8	D2	0:45:00-0:46:00	4.75909	183	17.88	0	0	184	42.12	1.19616	201.37	29.9041	285.545
T1	Trial     8	D2	0:46:00-0:47:00	3.91164	192	14.28	0	0	193	45.64	0.0823713	-33.8051	2.05928	234.385
T1	Trial     8	D2	0:47:00-0:48:00	3.71855	176	13.2	0	0	176	46.8	-0.610931	-20.2875	-15.2733	223.113
T1	Trial     8	D2	0:48:00-0:49:00	3.9033	168	14.76	0	0	169	45.16	1.88704	-42.8025	47.176	233.886
T1	Trial     8	D2	0:49:00-0:50:00	3.78847	168	14.88	0	0	168	45.12	-4.17969	-191.846	-104.492	227.308
T1	Trial     9	A4	0:00:00-0:01:00	3.1726	107	9.72	0	0	109	50.04	-2.80398	-348.703	-70.0994	189.594
T1	Trial     9	A4	0:01:00-0:02:00	2.76024	117	9.36	0	0	118	50.64	-4.21235	251.636	-105.309	165.615
T1	Trial     9	A4	0:02:00-0:03:00	3.06708	108	9.76	0	0	109	50.24	-1.46059	-22.93	-36.5147	184.025
T1	Trial     9	A4	0:03:00-0:04:00	2.85828	104	8.96	0	0	106	50.96	5.75784	381.444	143.946	171.268
T1	Trial     9	A4	0:04:00-0:05:00	3.87488	115	12.08	0	0	116	47.92	4.69539	212.591	117.385	232.493
T1	Trial     9	A4	0:05:00-0:06:00	3.54588	101	10.8	0	0	102	49.2	-1.46497	235.071	-36.6243	212.753
T1	Trial     9	A4	0:06:00-0:07:00	3.60947	98	10.72	0	0	100	49.2	1.3951	-344.95	34.8776	216.279
T1	Trial     9	A4	0:07:00-0:08:00	5.43487	143	17.88	0	0	143	42.12	-0.837566	220.279	-20.9391	326.092
T1	Trial     9	A4	0:08:00-0:09:00	5.18855	129	16.84	0	0	128	43.08	0.121659	66.3667	3.04147	310.898
T1	Trial     9	A4	0:09:00-0:10:00	5.27767	157	18.24	0	0	158	41.76	2.97238	118.529	74.3094	316.66
T1	Trial     9	A4	0:10:00-0:11:00	6.49306	171	19.2	0	0	172	40.8	1.58938	-178.977	39.7344	389.584
T1	Trial     9	A4	0:11:00-0:12:00	2.6606	133	8.76	0	0	133	51.16	1.80151	-23.1142	45.0378	159.423
T1	Trial     9	A4	0:12:00-0:13:00	2.50318	118	8.4	0	0	117	51.6	0.606805	417.453	15.1701	150.191
T1	Trial     9	A4	0:13:00-0:14:00	2.70323	126	8.68	0	0	127	51.32	2.46442	25.2244	61.6104	162.194
T1	Trial     9	A4	0:14:00-0:15:00	2.8747	141	9.6	0	0	142	50.32	-0.50507	252.98	-12.6268	172.252
T1	Trial     9	A4	0:15:00-0:16:00	2.66307	125	9.08	0	0	126	50.92	1.17274	86.0846	29.3186	159.784
T1	Trial     9	A4	0:16:00-0:17:00	2.80891	125	9.2	0	0	126	50.72	-1.63999	18.1312	-40.9998	168.31
T1	Trial     9	A4	0:17:00-0:18:00	2.55419	124	7.68	0	0	125	52.32	1.80727	-347.236	45.1819	153.252
T1	Trial     9	A4	0:18:00-0:19:00	2.86681	142	9.76	0	0	143	50.24	-0.716615	-91.4218	-17.9154	172.009
T1	Trial     9	A4	0:19:00-0:20:00	6.31826	165	20.08	0	0	167	39.84	1.57038	46.7166	39.2595	378.59
T1	Trial     9	A4	0:20:00-0:21:00	1.70946	26	2.4	0	0	26	57.6	-3.55435	-74.4454	-88.8587	102.568
T1	Trial     9	A4	0:21:00-0:22:00	1.35676	34	2	0	0	35	58	-1.13364	48.0486	-28.341	81.4056
T1	Trial     9	A4	0:22:00-0:23:00	2.50923	96	9.24	0	0	98	50.68	-8.57343	-82.066	-214.336	150.353
T1	Trial     9	A4	0:23:00-0:24:00	2.96735	95	9.08	0	0	96	50.92	5.6965	387.692	142.413	178.041
T1	Trial     9	A4	0:24:00-0:25:00	2.82477	98	8.56	0	0	99	51.36	0.464822	-247.716	11.6206	169.26
T1	Trial     9	A4	0:25:00-0:26:00	3.36903	114	11.36	0	0	114	48.64	-2.20817	224.504	-55.2042	202.142
T1	Trial     9	A4	0:26:00-0:27:00	2.31907	85	6.88	0	0	86	53.12	-6.46164	-343.538	-161.541	139.144
T1	Trial     9	A4	0:27:00-0:28:00	1.71263	63	4.16	0	0	63	55.76	6.77672	-20.4296	169.418	102.621
T1	Trial     9	A4	0:28:00-0:29:00	2.1114	63	5.12	0	0	64	54.88	0.396571	-9.94465	9.91426	126.684
T1	Trial     9	A4	0:29:00-0:30:00	1.74517	49	3.32	0	0	50	56.68	-0.435732	-24.8623	-10.8933	104.71
T1	Trial     9	A4	0:30:00-0:31:00	3.2718	114	9.72	0	0	115	50.2	0.469448	-105.953	11.7362	196.046
T1	Trial     9	A4	0:31:00-0:32:00	2.43782	100	7	0	0	100	53	0.200313	-68.6826	5.00783	146.269
T1	Trial     9	A4	0:32:00-0:33:00	7.15945	165	22.84	0	0	165	37.08	0.405014	-200.771	10.1254	428.994
T1	Trial     9	A4	0:33:00-0:34:00	8.69878	123	24.36	0	0	123	35.64	3.67679	143.696	91.9198	521.927
T1	Trial     9	A4	0:34:00-0:35:00	8.25948	124	23.08	0	0	125	36.92	5.6588	162.523	141.47	495.569
T1	Trial     9	A4	0:35:00-0:36:00	10.3133	135	30.32	0	0	135	29.6	3.59808	87.2674	89.952	617.973
T1	Trial     9	A4	0:36:00-0:37:00	8.77212	128	24.32	0	0	127	35.68	4.59194	118.175	114.798	526.327
T1	Trial     9	A4	0:37:00-0:38:00	5.1026	156	17.04	0	0	156	42.96	-0.157399	-123.806	-3.93499	306.156
T1	Trial     9	A4	0:38:00-0:39:00	6.96848	155	21.76	0	0	155	38.16	0.371526	-85.2187	9.28816	417.551
T1	Trial     9	A4	0:39:00-0:40:00	11.0543	123	32.36	0	0	122	27.64	3.94026	117.368	98.5064	663.257
T1	Trial     9	A4	0:40:00-0:41:00	1.40037	53	3.12	0	0	55	56.8	-0.60119	-161.945	-15.0297	83.9101
T1	Trial     9	A4	0:41:00-0:42:00	0.665182	0	0	0	0	1	60	-2.31314	118.21	-57.8286	39.9109
T1	Trial     9	A4	0:42:00-0:43:00	0.723742	0	0	0	0	1	60	1.4102	-31.7802	35.255	43.4245
T1	Trial     9	A4	0:43:00-0:44:00	1.14722	24	1.52	0	0	26	58.4	-0.846096	4.52473	-21.1524	68.7415
T1	Trial     9	A4	0:44:00-0:45:00	1.40573	28	1.84	0	0	29	58.16	-0.605699	196.814	-15.1425	84.3437
T1	Trial     9	A4	0:45:00-0:46:00	2.20387	88	6.52	0	0	89	53.48	2.12813	191.95	53.2034	132.232
T1	Trial     9	A4	0:46:00-0:47:00	1.96673	54	4.76	0	0	56	55.16	-0.492123	208.21	-12.3031	117.847
T1	Trial     9	A4	0:47:00-0:48:00	1.93135	49	4	0	0	50	56	-3.69589	-5.48981	-92.3972	115.881
T1	Trial     9	A4	0:48:00-0:49:00	1.78937	49	3.44	0	0	51	56.48	4.15097	143.276	103.774	107.219
T1	Trial     9	A4	0:49:00-0:50:00	1.59572	43	2.72	0	0	44	57.28	-5.45784	-285.683	-136.446	95.7431
T1	Trial     9	A6	0:00:00-0:01:00	3.59606	110	11.08	0	0	112	48.68	-2.70729	-51.255	-67.6823	214.901
T1	Trial     9	A6	0:01:00-0:02:00	1.80358	55	3.76	0	0	56	56.24	-1.54249	-17.6349	-38.5623	108.215
T1	Trial     9	A6	0:02:00-0:03:00	2.07687	79	5.24	0	0	80	54.76	-2.96875	-227.909	-74.2189	124.612
T1	Trial     9	A6	0:03:00-0:04:00	4.13866	170	15.92	0	0	171	44	-3.07418	-77.7675	-76.8546	247.989
T1	Trial     9	A6	0:04:00-0:05:00	3.94985	148	14.32	0	0	149	45.68	-2.04866	-279.328	-51.2166	236.991
T1	Trial     9	A6	0:05:00-0:06:00	2.67374	110	8.72	0	0	111	51.28	-2.29979	-289.898	-57.4947	160.425
T1	Trial     9	A6	0:06:00-0:07:00	2.14756	85	7.04	0	0	87	52.88	-3.30216	-436.905	-82.554	128.682
T1	Trial     9	A6	0:07:00-0:08:00	2.19192	72	6.24	0	0	73	53.76	-2.11291	-375.4	-52.8229	131.515
T1	Trial     9	A6	0:08:00-0:09:00	1.21179	39	3.12	0	0	41	56.8	-0.80334	199.167	-20.0835	72.6104
T1	Trial     9	A6	0:09:00-0:10:00	2.28675	77	5.88	0	0	78	54.12	-3.09938	-56.3207	-77.4844	137.205
T1	Trial     9	A6	0:10:00-0:11:00	7.70347	219	26	0	0	219	34	-1.09664	-96.6554	-27.4159	462.208
T1	Trial     9	A6	0:11:00-0:12:00	9.83273	139	27.56	0	0	138	32.36	-3.81012	-327.306	-95.2529	589.177
T1	Trial     9	A6	0:12:00-0:13:00	9.54537	105	23.96	0	0	106	36.04	-4.9933	27.5038	-124.833	572.722
T1	Trial     9	A6	0:13:00-0:14:00	5.18042	67	12.88	0	0	67	47.12	-1.63487	-193.186	-40.8717	310.825
T1	Trial     9	A6	0:14:00-0:15:00	8.98163	114	23.76	0	0	112	36.16	-3.55426	-35.9464	-88.8564	538.179
T1	Trial     9	A6	0:15:00-0:16:00	8.9815	153	27.32	0	0	153	32.68	-2.89276	-62.973	-72.3189	538.89
T1	Trial     9	A6	0:16:00-0:17:00	8.3792	168	27.64	0	0	170	32.28	-2.9614	-54.2698	-74.0351	502.082
T1	Trial     9	A6	0:17:00-0:18:00	10.3884	150	31.08	0	0	151	28.92	-4.24566	-103.67	-106.142	623.307
T1	Trial     9	A6	0:18:00-0:19:00	7.36385	101	20.8	0	0	102	39.2	-1.64452	233.303	-41.113	441.831
T1	Trial     9	A6	0:19:00-0:20:00	9.71966	114	25.48	0	0	115	34.44	-6.56967	-55.573	-164.242	582.402
T1	Trial     9	A6	0:20:00-0:21:00	1.26186	9	0.6	0	0	9	59.4	6.54766	184.37	163.691	75.7115
T1	Trial     9	A6	0:21:00-0:22:00	0.981287	0	0	0	0	1	60	1.9065	131.071	47.6626	58.8772
T1	Trial     9	A6	0:22:00-0:23:00	0.882061	1	0.04	0	0	3	59.88	-1.04367	-243.489	-26.0917	52.8531
T1	Trial     9	A6	0:23:00-0:24:00	1.19157	13	0.68	0	0	13	59.32	9.49486	191.751	237.371	71.4942
T1	Trial     9	A6	0:24:00-0:25:00	1.42069	40	2.68	0	0	41	57.24	2.23982	32.703	55.9955	85.128
T1	Trial     9	A6	0:25:00-0:26:00	0.988229	21	1.32	0	0	22	58.68	-2.20245	251.813	-55.0612	59.2937
T1	Trial     9	A6	0:26:00-0:27:00	1.58571	54	3.32	0	0	55	56.68	-1.05332	-45.4566	-26.3329	95.1425
T1	Trial     9	A6	0:27:00-0:28:00	2.24379	83	6.64	0	0	85	53.28	-1.95266	-79.8638	-48.8165	134.448
T1	Trial     9	A6	0:28:00-0:29:00	1.77847	73	4.36	0	0	73	55.64	-1.02799	-357.957	-25.6997	106.708
T1	Trial     9	A6	0:29:00-0:30:00	2.19782	93	5.76	0	0	94	54.24	-1.41865	12.995	-35.4661	131.869
T1	Trial     9	A6	0:30:00-0:31:00	1.36927	39	2.48	0	0	41	57.44	-0.311047	388.224	-7.77618	82.0464
T1	Trial     9	A6	0:31:00-0:32:00	5.95469	73	12.52	0	0	73	47.48	3.41212	398.029	85.3029	357.281
T1	Trial     9	A6	0:32:00-0:33:00	2.15917	51	4.56	0	0	53	55.36	-1.13652	-55.4407	-28.413	129.378
T1	Trial     9	A6	0:33:00-0:34:00	5.72675	154	19.24	0	0	154	40.76	0.608787	73.0498	15.2197	343.605
T1	Trial     9	A6	0:34:00-0:35:00	5.89374	76	14.68	0	0	77	45.32	1.9016	84.9971	47.5401	353.624
T1	Trial     9	A6	0:35:00-0:36:00	0.930056	0	0	0	0	2	59.92	5.52151	313.699	138.038	55.7289
T1	Trial     9	A6	0:36:00-0:37:00	0.738445	0	0	0	0	1	60	-5.68413	-509.08	-142.103	44.3067
T1	Trial     9	A6	0:37:00-0:38:00	3.74325	116	11.56	0	0	116	48.44	-4.02862	-163.125	-100.715	224.595
T1	Trial     9	A6	0:38:00-0:39:00	9.76203	175	29.16	0	0	175	30.76	-3.73719	-120.59	-93.4297	584.941
T1	Trial     9	A6	0:39:00-0:40:00	1.29211	16	1.88	0	0	16	58.12	1.1266	107.539	28.165	77.5268
T1	Trial     9	A6	0:40:00-0:41:00	2.48528	66	6.12	0	0	67	53.8	1.43848	92.2097	35.962	148.918
T1	Trial     9	A6	0:41:00-0:42:00	1.84507	53	4.12	0	0	54	55.88	3.84787	37.0973	96.1968	110.704
T1	Trial     9	A6	0:42:00-0:43:00	3.41368	113	10.88	0	0	114	49.12	-1.18286	-95.5478	-29.5715	204.821
T1	Trial     9	A6	0:43:00-0:44:00	3.32144	119	11.04	0	0	121	48.88	0.246999	-220.177	6.17499	199.02
T1	Trial     9	A6	0:44:00-0:45:00	3.47566	116	10.8	0	0	117	49.2	-5.6045	-198.691	-140.112	208.54
T1	Trial     9	A6	0:45:00-0:46:00	3.20636	129	12.16	0	0	130	47.84	-0.0740212	99.7834	-1.85053	192.381
T1	Trial     9	A6	0:46:00-0:47:00	2.64844	76	7.84	0	0	78	52.08	0.043104	-59.3065	1.0776	158.695
T1	Trial     9	A6	0:47:00-0:48:00	2.27962	71	6.08	0	0	72	53.92	2.15082	-74.3059	53.7704	136.777
T1	Trial     9	A6	0:48:00-0:49:00	2.45829	76	7.08	0	0	78	52.84	0.730823	261.92	18.2706	147.301
T1	Trial     9	A6	0:49:00-0:50:00	2.01036	61	4.68	0	0	62	55.32	1.04718	337.123	26.1796	120.622
T1	Trial     9	B3	0:00:00-0:01:00	1.32115	25	1.16	0	0	27	58.6	-2.22603	-331.103	-55.6507	78.9519
T1	Trial     9	B3	0:01:00-0:02:00	1.17448	23	1.28	0	0	24	58.72	1.54775	-505.198	38.6938	70.4691
T1	Trial     9	B3	0:02:00-0:03:00	0.854392	6	0.4	0	0	7	59.6	4.9079	-205.095	122.698	51.2635
